order,actor_ID,code_ID,field_cat,collab_num,gender_cat,border_cat,seek_num,code_quote,code_theme
35,ID50,Funding Difficulties,health science,1,F,border state,0,"And I said, yeah, but they're not even coming up for us. The Metro, they're...",Presence of Funding
36,ID50,Political/Legal Challenges,health science,1,F,border state,0,Okay. Both real and perceived issues of safety traveling and they go both w...,Challenges
37,ID50,Political/Legal Challenges,health science,1,F,border state,0,"kay, so I'll have a student from Mexico who wants to come to the United Sta...",Challenges
38,ID50,Political/Legal Challenges,health science,1,F,border state,0,"Insurance is another one. Medical Insurance, there are a lot of rules from ...",Challenges
1,ID48,Collaboration Examples,science and engineering,1,M,border state,1,"Oh! Solo project. Ok. Well a solo project solely relies on expertise, time,...",Definition of Collaboration
2,ID48,Collaboration Examples,science and engineering,1,M,border state,1,Well collaboration means an interaction in which each of the researchers or...,Definition of Collaboration
3,ID48,Prior Collaboration Experience,science and engineering,1,M,border state,1,Well most of my projects are collaborations so most of my projects involve ...,Academic Trajectory
4,ID48,Disciplinary Culture,science and engineering,1,M,border state,1,Collaborative projects? Yes yes they are pretty common in fact that is prob...,Disciplinary
5,ID48,Prior Collaboration Experience,science and engineering,1,M,border state,1,Usually its in the united states is where I do most of my work now but I ha...,Academic Trajectory
6,ID48,Successful Funding,science and engineering,1,M,border state,1,In the ones that I have been associated with they start with some research ...,Presence of Funding
7,ID48,Advisor,science and engineering,1,M,border state,1, and in my case my first collaboration it was for a Mexican institution and...,Academic Trajectory
8,ID48,Description of Funders,science and engineering,1,M,border state,1,Research centers and then we got the interest in government agency in Calif...,Presence of Funding
9,ID48,Research Interest,science and engineering,1,M,border state,1,"Yeah, I mean it was me putting in a little bit of effort in writing the gra...",Academic Trajectory
10,ID48,Personality/Status Conflict,science and engineering,1,M,border state,1,In Mexico? Well there is some rough times sometimes but theres but in terms...,Peer-to-Peer
11,ID48,Institutional Context,science and engineering,1,M,border state,1,Individuals I would say because institutions just provide some sort of fund...,Institutional Context
12,ID48,Institutional Failures (Post),science and engineering,1,M,border state,1,but that is something that we use in many case as a problem from the instit...,Institution-to-Institution
13,ID48,Institutional Context,science and engineering,1,M,border state,1,"Well so well yes, we just a grant of understanding with the institution of ...",Institutional Context
14,ID48,Collaboration Outcomes,science and engineering,1,M,border state,1,but we look at how this can benefit the student and get them graduated or p...,Definition of Collaboration
15,ID48,Institutional Context,science and engineering,1,M,border state,1,"Yeah I mean funding has been put into Brazil, and United Kingdom and Chile ...",Institutional Context
16,ID48,Successful Funding,science and engineering,1,M,border state,1,"Yeah I mean funding has been put into Brazil, and United Kingdom and Chile ...",Presence of Funding
17,ID48,Personality/Status Conflict,science and engineering,1,M,border state,1,I don’t think so. From time to time you take a long time from the difficult...,Peer-to-Peer
18,ID48,Institutional Context,science and engineering,1,M,border state,1,"I don’t, I mean yeah, well yeah I guess yes. The experience and again its e...",Institutional Context
19,ID48,Institutional Failures (Post),science and engineering,1,M,border state,1, process can be cumbersome....,Institution-to-Institution
20,ID48,Successful Funding,science and engineering,1,M,border state,1, Something that I have learned is that all research products are really all...,Presence of Funding
21,ID48,Political/Legal Challenges,science and engineering,1,M,border state,1,"I think there is a fair chance in collaboration, now theres new political t...",Challenges
22,ID48,Description of Funders,science and engineering,1,M,border state,1,A lot of the collaboration in Mexico is driven by Qunisad the central resea...,Presence of Funding
23,ID48,Political/Legal Challenges,science and engineering,1,M,border state,1,"Adam 	And so the new administration in Quinsisid increased the funding for ...",Challenges
24,ID48,Description of Funders,science and engineering,1,M,border state,1,"Adam 	And so the new administration in Quinsisid increased the funding for ...",Presence of Funding
25,ID48,Political/Legal Challenges,science and engineering,1,M,border state,1,"In the case of my institution, I am part of the university of California fr...",Challenges
26,ID48,Description of Funders,science and engineering,1,M,border state,1,"In the case of my institution, I am part of the university of California fr...",Presence of Funding
27,ID48,Doctoral Research,science and engineering,1,M,border state,1,Yeah I think that this is a good way to encourage collaboration is really t...,Student Programs
28,ID48,Collaboration Outcomes,science and engineering,1,M,border state,1,Well the student who came to me last summer is the one that is funded now a...,Definition of Collaboration
29,ID48,Doctoral Research,science and engineering,1,M,border state,1,Well the student who came to me last summer is the one that is funded now a...,Student Programs
13,ID32,Institutional Context,social science,1,F,border state,1," the Colegio, La Frontera Norte, which is not an university, it is more a k...",Institutional Context
14,ID32,Institutional Context,social science,1,F,border state,1,"Yes, because of the Colegio La Frontera Norte is an institution created by ...",Institutional Context
15,ID32,Collaboration Examples,social science,1,F,border state,1,One that was particularly important over the years for me was with the Univ...,Definition of Collaboration
16,ID32,Research Interest,social science,1,F,border state,1,"So, that was when I started to study transborder families.
So all of that e...",Academic Trajectory
17,ID32,Academic Meeting/Conference,social science,1,F,border state,1,"Well. knocking doors, through conferences. Also, the Colegio La Frontera No...",Peer-to-Peer
18,ID32,Institutional Challenges (Pre),social science,1,F,border state,1,"Well, there was that I tried but unfortunately, I did not persuade enough t...",Sociocultural and Political Context
19,ID32,Professional Experience,social science,1,F,border state,1,I think my case is kind of unique because I am not a regular or traditional...,Academic Trajectory
20,ID32,Collaboration Examples,social science,1,F,border state,1,Well. It was a very interest project at some point that was developed by a ...,Definition of Collaboration
